threshold,accuracy,balanced_accuracy,FPR,FNR,f1
0.65,0.9821242984826439,0.9100741813518474,0.011484290357529793,0.1683673469387755,0.7912621359223302
0.66,0.9829557264601954,0.9056221947067018,0.010184182015167931,0.17857142857142858,0.7970297029702971
0.67,0.9833714404489711,0.9058388794304287,0.009750812567713976,0.17857142857142858,0.8009950248756218
0.68,0.9837871544377468,0.9060555641541557,0.009317443120260022,0.17857142857142858,0.8049999999999998
0.69,0.9839950114321346,0.8988358723771199,0.008450704225352112,0.19387755102040816,0.8040712468193384
0.7,0.9839950114321346,0.8915078382382206,0.007800650054171181,0.20918367346938777,0.8010335917312662
0.71,0.9844107254209105,0.8892818449156477,0.0071505958829902495,0.21428571428571427,0.8041775456919059
0.72,0.9839950114321346,0.8841798040993212,0.0071505958829902495,0.22448979591836735,0.7979002624671916
0.73,0.9833714404489711,0.8765267428748313,0.0071505958829902495,0.23979591836734693,0.7883597883597883
0.74,0.9831635834545832,0.8617623322351693,0.006067172264355363,0.27040816326530615,0.7792915531335151
0.75,0.9827478694658075,0.8468895792336437,0.005200433369447454,0.3010204081632653,0.7675070028011204
0.76,0.9837871544377468,0.8474312910429611,0.004117009750812568,0.3010204081632653,0.7784090909090909
0.77,0.9827478694658075,0.832233510955845,0.0039003250270855903,0.33163265306122447,0.7594202898550725
0.78,0.9831635834545832,0.8300075176332722,0.0032502708559046588,0.336734693877551,0.7624633431085044
0.79,0.9833714404489711,0.8276731819488359,0.0028169014084507044,0.34183673469387754,0.7633136094674556
0.8,0.9812928705050925,0.7997202998209034,0.002600216684723727,0.3979591836734694,0.7239263803680982
0.81,0.9806692995219289,0.7798538483649147,0.0015167930660888408,0.4387755102040816,0.7028753993610223
0.82,0.9800457285387654,0.7697581090941252,0.0013001083423618636,0.45918367346938777,0.6883116883116884
0.83,0.9783828725836624,0.7444645897362194,0.000866738894907909,0.5102040816326531,0.6486486486486486
0.84,0.9769278736229474,0.7266074468790766,0.000866738894907909,0.5459183673469388,0.615916955017301
0.85,0.976096445645396,0.7139606872001238,0.0006500541711809318,0.5714285714285714,0.5936395759717314
0.86,0.9740178757015173,0.6860078050721914,0.0004333694474539545,0.6275510204081632,0.5387453874538747
0.87,0.9736021617127416,0.6784630862095651,0.00021668472372697725,0.6428571428571429,0.5243445692883896
0.88,0.9727707337351902,0.668259004576912,0.00021668472372697725,0.6632653061224489,0.5019011406844106
0.89,0.971523591768863,0.6505102040816326,0.0,0.6989795918367347,0.4627450980392157
0.9,0.9698607358137601,0.6301020408163265,0.0,0.7397959183673469,0.4129554655870446
0.91,0.9692371648305965,0.6224489795918368,0.0,0.7551020408163265,0.39344262295081966
0.92,0.9681978798586572,0.6096938775510204,0.0,0.7806122448979592,0.35983263598326354
0.93,0.9659114529203908,0.5816326530612245,0.0,0.8367346938775511,0.2807017543859649
0.94,0.9642485969652879,0.5612244897959183,0.0,0.8775510204081632,0.2181818181818182
0.95,0.9636250259821243,0.5535714285714286,0.0,0.8928571428571429,0.19354838709677416
0.96,0.9619621700270214,0.5331632653061225,0.0,0.9336734693877551,0.1244019138755981
0.97,0.9602993140719185,0.5127551020408163,0.0,0.9744897959183674,0.04975124378109453
0.98,0.9594678860943671,0.5025510204081632,0.0,0.9948979591836735,0.01015228426395939
0.99,0.9592600290999792,0.5,0.0,1.0,0.0
1.0,0.9592600290999792,0.5,0.0,1.0,0.0
